"Week","HighwayClass","crashCount","Pedestrian","Bicycle","NonMotorist","Motorcycle","Fatal","iceCrashes","icePresent","home","covid","holiday","5-MA","4-MA","2x4-MA","26-MA","dn_crashes","season_adjust","dn_multi","season_adjust_multi","stl_dn_crashes","stl_season_adjust"
2023 W42,"20",125,2,1,3,0,0,0,0,1,0,0,127.8,126.75,127.625,NA,NA,113.101793639053,NA,113.049769752897,131.268234998486,114.334863782017
2023 W43,"20",130,1,0,1,1,0,0,0,0,0,0,128.2,128.5,127.625,NA,NA,99.4671782544379,NA,103.212032400396,141.751700514368,108.980214778381
2023 W44,"20",125,1,0,2,0,1,0,0,0,0,0,137.2,140.25,134.375,NA,NA,113.676793639053,NA,113.7649608852,129.406481779309,116.454250025687
2023 W45,"20",134,2,2,4,0,0,0,0,1,0,0,133.2,134,137.125,NA,NA,124.834485946746,NA,124.410607886172,127.051481107209,127.938067210035
2023 W46,"20",172,1,2,3,1,2,0,0,1,0,0,136.2,139,136.5,NA,NA,158.546024408284,NA,153.622922180104,144.245588675874,148.872776153617
2023 W47,"20",105,1,0,1,0,0,0,0,1,0,1,137.2,138,138.5,NA,NA,118.513332100592,NA,118.613362026799,103.416999468691,122.830181873047
2023 W48,"20",145,2,0,2,2,4,0,0,0,0,0,130,119.5,128.75,NA,NA,137.497947485207,NA,136.447630710858,131.426221130372,134.949776723613
2023 W49,"20",130,2,0,2,1,0,0,0,0,0,0,119.2,122.75,121.125,NA,NA,113.861409023669,NA,114.147733057494,136.207724027333,115.2970903389
2023 W50,"20",98,0,0,0,1,0,0,0,0,0,0,114.6,107,114.875,NA,NA,87.9979474852071,NA,90.3329104107274,121.687986880598,97.9456439978807
2023 W51,"20",118,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,139.515255177515,NA,144.040029033041,103.46011708133,136.298069435142
2023 W52,"20",82,0,0,0,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,105.284485946746,NA,101.444597885703,93.658151400122,110.224590754343
